AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,IntakeMonth,DaysInShelter,OutcomeClass
A796192,Dog,Siberian Husky,Black/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,3,Adoption
A665970,Dog,Chihuahua Shorthair Mix,Brown/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,7,Transfer
A785831,Dog,Siberian Husky/German Shepherd,White/Fawn,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,12,9,Adoption
A711851,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Owner Surrender,Normal,7.0,Cachorro (<6m),mix,Bicolor,Otoño,9,58,Adoption
A737447,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,0,Transfer
A702640,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,5,42,Adoption
A690686,Dog,Pit Bull Mix,Chocolate/White,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,10,52,Transfer
A775138,Dog,Staffordshire Mix,Blue/White,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,6,1,Return to Owner
A808337,Cat,Domestic Shorthair,Orange Tabby/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,11,52,Adoption
A454384,Dog,German Shepherd Mix,Black/White,Neutered Male,Stray,Normal,4745.0,Senior (>7a),mix,Bicolor,Otoño,11,0,Return to Owner
A670279,Dog,Miniature Poodle/Dachshund,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,1,3,Adoption
A717662,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,4,Transfer
A810086,Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,12,9,Adoption
A791625,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Nursing,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,3,6,Transfer
A704374,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Stray,Sick,2190.0,Adulto (3-7a),mix,Bicolor,Verano,6,0,At Risk
A750603,Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,5,10,Transfer
A796336,Cat,Domestic Shorthair Mix,Blue,Intact Female,Owner Surrender,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,5,3,Transfer
A795888,Dog,American Eskimo,White,Neutered Male,Public Assist,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Primavera,5,9,Return to Owner
A781838,Dog,Australian Cattle Dog/Labrador Retriever,White/Tan,Spayed Female,Stray,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Invierno,1,11,Transfer
A797105,Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,210.0,Joven (6m-1a),purebred,Monocolor,Verano,6,3,Transfer
A724402,Dog,Miniature Pinscher,Black/Brown,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Primavera,4,0,Return to Owner
A782572,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Nursing,28.0,Cachorro (<6m),mix,Monocolor,Otoño,10,225,Adoption
A719605,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,15,Adoption
A763923,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Injured,210.0,Joven (6m-1a),mix,Bicolor,Invierno,12,0,At Risk
A707355,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,7,1,Transfer
A688920,Cat,Domestic Medium Hair Mix,White/Black,Intact Male,Stray,Injured,30.0,Cachorro (<6m),mix,Bicolor,Otoño,9,13,At Risk
A715318,Dog,Akita Mix,Blue/Brown Brindle,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,11,11,Transfer
A719820,Dog,Pit Bull Mix,White/Brown,Spayed Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,17,Transfer
A695008,Dog,Chihuahua Shorthair Mix,Tan/White,Neutered Male,Owner Surrender,Normal,3650.0,Senior (>7a),mix,Bicolor,Invierno,1,1,Return to Owner
A697031,Dog,Cardigan Welsh Corgi Mix,Black Brindle/White,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Invierno,2,4,Adoption
A767246,Dog,Anatol Shepherd Mix,Tan/Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,2,4,Adoption
A530302,Cat,Domestic Shorthair Mix,Blue Tabby,Spayed Female,Owner Surrender,Normal,5475.0,Senior (>7a),mix,Monocolor,Primavera,3,17,Adoption
A795948,Dog,Dachshund/Chihuahua Shorthair,Black/Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,4,Adoption
A686678,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,10,Transfer
A697762,Dog,Boxer Mix,Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,233,Adoption
A784160,Dog,Border Collie Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,41,Adoption
A767459,Dog,Pit Bull Mix,Blue/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,2,Adoption
A768260,Dog,Norfolk Terrier Mix,Tan,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,3,7,Adoption
A709878,Dog,Catahoula Mix,White/Brown Brindle,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,8,9,Adoption
A772690,Dog,German Shepherd Mix,Black/Tan,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,5,6,Adoption
A827682,Cat,Domestic Shorthair,White,Neutered Male,Stray,Injured,1095.0,Adulto (3-7a),purebred,Monocolor,Invierno,12,15,Transfer
A686203,Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,8,9,Adoption
A771090,Cat,Domestic Shorthair Mix,White/Blue,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,4,4,Adoption
A783595,Dog,Beagle Mix,Tricolor,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,7,Return to Owner
A798694,Cat,Domestic Shorthair,White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Verano,6,8,Adoption
A773074,Cat,Domestic Shorthair Mix,Gray Tabby/White,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Bicolor,Primavera,5,59,Adoption
A789383,Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Invierno,2,14,Adoption
A752975,Dog,Labrador Retriever Mix,White/Black,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Bicolor,Verano,6,4,Transfer
A720101,Dog,Field Spaniel/Cocker Spaniel,Tan/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,4,1,Transfer
A689257,Dog,Australian Cattle Dog Mix,White/Brown,Spayed Female,Owner Surrender,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Primavera,4,36,Transfer
A798932,Cat,Domestic Shorthair,Black/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,7,20,Adoption
A682395,Cat,Domestic Shorthair Mix,Orange/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,6,0,Transfer
A721531,Dog,Australian Cattle Dog,White/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,6,Adoption
A750928,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,43,Adoption
A770993,Dog,Pomeranian Mix,Red,Intact Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Primavera,4,4,Adoption
A802606,Dog,German Shepherd,Black/Brown,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,12,5,Return to Owner
A747683,Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,4,2,Adoption
A789776,Dog,American Bulldog/Labrador Retriever,Black/White,Neutered Male,Owner Surrender,Normal,150.0,Cachorro (<6m),purebred,Bicolor,Invierno,2,1,Adoption
A714579,Dog,Chihuahua Longhair Mix,Brown Brindle,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,5,Adoption
A667513,Dog,Miniature Poodle Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,5,Adoption
A799971,Cat,Domestic Shorthair,Blue Tabby,Intact Female,Stray,Normal,14.0,Cachorro (<6m),purebred,Monocolor,Verano,7,0,Transfer
A712089,Dog,Pug/Pekingese,Brown,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Otoño,9,3,Transfer
A779550,Dog,Standard Poodle Mix,White,Intact Male,Public Assist,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,9,8,Return to Owner
A826493,Dog,Jack Russell Terrier/Chihuahua Shorthair,Tricolor,Intact Male,Stray,Nursing,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,11,4,Transfer
A685574,Dog,Chihuahua Shorthair Mix,Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,4,Return to Owner
A698020,Dog,Chihuahua Shorthair/Rat Terrier,White/Black,Intact Male,Stray,Sick,270.0,Joven (6m-1a),purebred,Bicolor,Primavera,3,10,Adoption
A777058,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,59,Adoption
A693904,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,2,Return to Owner
A765445,Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,1,Return to Owner
A665362,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,8,Transfer
A806565,Cat,Domestic Shorthair,Gray,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,10,0,At Risk
A706668,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Verano,7,0,Transfer
A817603,Cat,Domestic Shorthair,Flame Point,Intact Female,Owner Surrender,Nursing,14.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,0,Transfer
A758212,Dog,Pit Bull Mix,White/Black,Intact Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,9,0,Return to Owner
A820040,Dog,Collie Rough/Spanish Water Dog,Brown/Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,7,4,Transfer
A723272,Dog,Border Collie/Labrador Retriever,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Primavera,3,4,Adoption
A666051,Dog,Border Collie Mix,Tricolor,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,2,Transfer
A717638,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Owner Surrender,Normal,240.0,Joven (6m-1a),mix,Monocolor,Invierno,12,35,Adoption
A767045,Dog,Pit Bull Mix,Brown,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,9,Adoption
A568084,Dog,Chihuahua Shorthair Mix,Tricolor,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Monocolor,Primavera,4,3,Return to Owner
A624844,Dog,American Eskimo Mix,White/Brown,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,11,Return to Owner
A681452,Cat,Domestic Shorthair Mix,Cream Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,6,13,Adoption
A556174,Dog,Labrador Retriever,Black,Neutered Male,Stray,Normal,4745.0,Senior (>7a),purebred,Monocolor,Primavera,3,1,Return to Owner
A761140,Dog,Scottish Terrier Mix,Black,Spayed Female,Stray,Injured,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,10,0,Transfer
A811527,Dog,Pit Bull Mix,Red/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,1,305,Adoption
A693284,Cat,Siamese Mix,Lynx Point,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,12,4,Adoption
A757316,Dog,Border Collie Mix,Black/White,Intact Female,Public Assist,Normal,330.0,Joven (6m-1a),mix,Bicolor,Otoño,9,11,Return to Owner
A789995,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,9,Adoption
A775810,Dog,Labrador Retriever Mix,Brown Brindle/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,42,Adoption
A746532,Dog,Chihuahua Shorthair Mix,Red,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,4,0,Return to Owner
A741121,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,12,5,Adoption
A710880,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,0,Transfer
A681380,Cat,Domestic Shorthair Mix,Blue Tabby,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,5,3,Return to Owner
A828749,Cat,Domestic Shorthair,Blue Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Invierno,1,4,Adoption
A778309,Dog,Smooth Fox Terrier/Beagle,Black/Tricolor,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,8,4,Adoption
A765856,Dog,Standard Schnauzer,Brown,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Invierno,1,4,Adoption
A697253,Dog,Black Mouth Cur Mix,Tan/Black,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,4,Adoption
A670081,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Sick,180.0,Joven (6m-1a),mix,Bicolor,Invierno,1,4,Transfer
A754071,Cat,Domestic Shorthair Mix,Blue Cream,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,30,Transfer
A771451,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Primavera,5,0,Return to Owner
A772725,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,0,Transfer
A760852,Cat,Domestic Shorthair Mix,Calico,Spayed Female,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,10,0,Return to Owner
A769342,Dog,Chihuahua Longhair Mix,Red/Tan,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,11,Adoption
A693664,Dog,Chihuahua Shorthair Mix,White/Brown,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,6,Adoption
A668183,Dog,Dachshund Mix,Black/White,Spayed Female,Public Assist,Normal,300.0,Joven (6m-1a),mix,Bicolor,Verano,6,9,Return to Owner
A734884,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,9,36,Adoption
A660594,Cat,Domestic Shorthair Mix,Orange Tabby,Spayed Female,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Invierno,1,16,Adoption
A681531,Cat,Domestic Longhair Mix,Black,Intact Male,Public Assist,Nursing,2.0,Cachorro (<6m),mix,Monocolor,Verano,6,0,Transfer
A680179,Dog,Australian Cattle Dog Mix,Tricolor,Intact Male,Stray,Sick,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,0,Transfer
A713739,Dog,German Shepherd Mix,Cream/Black,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,1,At Risk
A695266,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,1,0,Return to Owner
A782009,Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,7,Adoption
A707716,Dog,Chihuahua Shorthair Mix,Black,Spayed Female,Public Assist,Aged,5475.0,Senior (>7a),mix,Monocolor,Verano,7,6,Transfer
A733856,Dog,Pit Bull Mix,Brown Brindle,Intact Female,Stray,Injured,1095.0,Adulto (3-7a),mix,Monocolor,Verano,8,9,Adoption
A755450,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,8,11,Adoption
A696689,Cat,Domestic Shorthair Mix,Blue Tabby,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,2,154,Adoption
A689970,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,10,138,Adoption
A796923,Cat,Domestic Shorthair,Tortie,Intact Female,Stray,Nursing,14.0,Cachorro (<6m),purebred,Monocolor,Verano,6,0,Transfer
A666451,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,11,65,Adoption
A794646,Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,53,Adoption
A818087,Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Injured,1825.0,Adulto (3-7a),purebred,Bicolor,Verano,6,45,Adoption
A688944,Cat,Angora Mix,White,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,9,3,Adoption
A711110,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Nursing,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,49,Adoption
A691508,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,11,1,Transfer
A721022,Dog,Black/Tan Hound Mix,Black/Brown,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,0,Return to Owner
A692515,Dog,Pointer Mix,Black/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,0,Return to Owner
A704181,Dog,Chow Chow/Pit Bull,Red/Tan,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,6,2,Adoption
A795574,Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Bicolor,Primavera,5,60,Adoption
A820837,Dog,Harrier/Labrador Retriever,Tan/White,Spayed Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Verano,7,12,Adoption
A711065,Dog,Chihuahua Shorthair Mix,Buff,Neutered Male,Owner Surrender,Injured,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,9,10,Transfer
A703177,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,5,Transfer
A720563,Dog,Chihuahua Shorthair Mix,Tan,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,11,Transfer
A827044,Cat,Domestic Shorthair,Brown Tabby/White,Intact Female,Owner Surrender,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Invierno,12,2,Return to Owner
A757523,Dog,Chihuahua Longhair Mix,Tan/Gray,Intact Female,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,9,29,Transfer
A781877,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Otoño,10,0,Return to Owner
A719185,Dog,Pointer Mix,White/Black,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,2,20,Transfer
A716590,Dog,Pharaoh Hound Mix,Red,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,28,Transfer
A779650,Dog,Australian Cattle Dog Mix,Tricolor/Red,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Otoño,9,7,Transfer
A760053,Dog,Chihuahua Shorthair,White/Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,10,4,Adoption
A696015,Dog,Pit Bull/Pointer,Black/White,Intact Male,Stray,Normal,120.0,Cachorro (<6m),purebred,Bicolor,Invierno,1,4,Adoption
A816906,Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Primavera,5,40,Adoption
A805812,Cat,Domestic Shorthair,Black/White,Neutered Male,Public Assist,Normal,240.0,Joven (6m-1a),purebred,Bicolor,Otoño,10,3,Transfer
A755614,Cat,Domestic Shorthair Mix,Cream Tabby,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,8,5,Transfer
A719279,Dog,Miniature Poodle Mix,White/White,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,1,6,Adoption
A528354,Cat,Siamese Mix,Tortie Point,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Monocolor,Otoño,11,4,Return to Owner
A759341,Dog,German Shepherd Mix,Black/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,6,Adoption
A659526,Dog,Catahoula/Bulldog,Brown Brindle/White,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,2,Return to Owner
A707457,Cat,Domestic Longhair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,68,Adoption
A814787,Dog,Anatol Shepherd,Cream/Red,Intact Female,Stray,Normal,330.0,Joven (6m-1a),purebred,Bicolor,Primavera,3,0,Return to Owner
A737732,Dog,Pit Bull Mix,Tan,Spayed Female,Public Assist,Normal,2555.0,Senior (>7a),mix,Monocolor,Primavera,3,6,Return to Owner
A741276,Cat,Domestic Medium Hair Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,12,6,Adoption
A719454,Dog,Shih Tzu,Tan/White,Intact Male,Stray,Normal,300.0,Joven (6m-1a),purebred,Bicolor,Invierno,1,5,Adoption
A798060,Dog,Labrador Retriever,Black,Neutered Male,Stray,Normal,3650.0,Senior (>7a),purebred,Monocolor,Verano,6,3,Return to Owner
A689929,Dog,Shih Tzu/Australian Shepherd,Red Merle,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Invierno,2,4,Transfer
A751932,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,3,Transfer
A732319,Dog,Labrador Retriever Mix,White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,0,Return to Owner
A776550,Dog,Border Collie Mix,Black/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,7,0,Return to Owner
A788393,Dog,Border Collie Mix,Black/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Invierno,2,3,Return to Owner
A712437,Dog,Blue Lacy Mix,Blue/Tan,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Otoño,9,4,Adoption
A804050,Cat,Domestic Shorthair,Blue,Intact Male,Stray,Normal,90.0,Cachorro (<6m),purebred,Monocolor,Otoño,9,4,Adoption
A685711,Dog,Catahoula,Brown/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,8,3,Adoption
A681898,Dog,Queensland Heeler Mix,Red/Red Tick,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,6,4,Adoption
A687757,Cat,Domestic Shorthair Mix,Tortie Point,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,9,2,Adoption
A766580,Dog,Labrador Retriever Mix,Tan/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,7,Transfer
A693964,Dog,Miniature Schnauzer/Miniature Poodle,White,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,12,10,Return to Owner
A673158,Dog,Catahoula Mix,Red/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,2,65,Transfer
A673884,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Nursing,21.0,Cachorro (<6m),mix,Monocolor,Primavera,3,3,Transfer
A673384,Dog,Chihuahua Shorthair Mix,Brown,Intact Male,Public Assist,Normal,4380.0,Senior (>7a),mix,Monocolor,Invierno,2,17,Return to Owner
