AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,IntakeMonth,DaysInShelter,OutcomeClass
A749250,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Stray,Sick,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,4,Transfer
A765029,Dog,Chihuahua Shorthair Mix,White/Black,Intact Male,Stray,Normal,240.0,Joven (6m-1a),mix,Bicolor,Invierno,1,4,Adoption
A663932,Dog,Harrier Mix,Brown/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A722568,Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Owner Surrender,Injured,240.0,Joven (6m-1a),mix,Bicolor,Primavera,3,6,Adoption
A780451,Dog,Labrador Retriever/Australian Shepherd,Chocolate/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,9,6,Adoption
A673472,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,199,Adoption
A722942,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Primavera,3,31,Adoption
A741211,Dog,Anatol Shepherd Mix,Tan/Black,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,2,12,Adoption
A714283,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Feral,120.0,Cachorro (<6m),mix,Monocolor,Otoño,10,0,Transfer
A773437,Cat,Domestic Medium Hair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,6,43,Adoption
A730275,Dog,Chinese Sharpei Mix,Brown,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,8,Adoption
A753037,Cat,Siamese Mix,Lynx Point,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,6,46,Adoption
A781073,Dog,Chihuahua Longhair Mix,Cream,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,3,Adoption
A738261,Dog,Pit Bull/Jindo,Tan/White,Spayed Female,Stray,Normal,2920.0,Senior (>7a),purebred,Bicolor,Otoño,11,1,Return to Owner
A821882,Dog,American Pit Bull Terrier,White/Blue,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,8,11,Return to Owner
A743687,Cat,Domestic Medium Hair,Calico,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,2,8,Transfer
A729883,Dog,Australian Shepherd Mix,Tricolor,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,6,3,Return to Owner
A789932,Dog,German Shepherd Mix,White,Intact Male,Stray,Injured,150.0,Cachorro (<6m),mix,Monocolor,Primavera,3,6,Transfer
A677851,Dog,Pomeranian Mix,Sable,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,4,4,Transfer
A699776,Dog,Australian Shepherd/Anatol Shepherd,Blue Merle,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,4,0,Transfer
A715280,Dog,Labrador Retriever Mix,Tricolor,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,11,4,Adoption
A801222,Dog,Smooth Fox Terrier Mix,Black/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,11,Adoption
A766426,Dog,Glen Of Imaal Mix,Tan,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,2,6,Adoption
A829478,Dog,Chihuahua Shorthair Mix,Black/Brown,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,1,Transfer
A731789,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,4,Adoption
A805776,Dog,Australian Cattle Dog,White/Tricolor,Intact Female,Stray,Nursing,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,10,39,Adoption
A817894,Cat,Domestic Shorthair,Blue,Intact Female,Stray,Nursing,2.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,0,Transfer
A759214,Dog,Dachshund Mix,Brown/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,6,Transfer
A752408,Cat,Domestic Medium Hair Mix,Tortie,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Verano,6,0,Transfer
A675580,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Owner Surrender,Normal,28.0,Cachorro (<6m),mix,Bicolor,Primavera,3,4,Transfer
A748401,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Primavera,5,4,Transfer
A769011,Dog,Labrador Retriever Mix,Brown Brindle,Spayed Female,Stray,Normal,3650.0,Senior (>7a),mix,Monocolor,Primavera,3,0,Return to Owner
A706912,Dog,Siberian Husky,Black/White,Neutered Male,Owner Surrender,Sick,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,7,11,Transfer
A687687,Dog,Siberian Husky Mix,Sable/White,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,9,4,Adoption
A750077,Cat,Domestic Shorthair Mix,White/Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,5,5,Adoption
A674232,Dog,Black/Tan Hound Mix,Black/Tan,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,104,Adoption
A773123,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,36,Transfer
A776842,Cat,Domestic Shorthair Mix,Torbie/White,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Verano,7,9,Adoption
A585735,Dog,Boxer Mix,Brown Brindle/White,Spayed Female,Stray,Normal,3285.0,Senior (>7a),mix,Bicolor,Otoño,11,18,Adoption
A687422,Dog,Dachshund Mix,Tricolor,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,4,Adoption
A655916,Dog,Pit Bull/Rat Terrier,White/Brown,Spayed Female,Public Assist,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,10,Return to Owner
A744187,Dog,Dachshund Mix,Red,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,8,Transfer
A811921,Dog,Chihuahua Shorthair,Black/Brown,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Invierno,1,4,Adoption
A732869,Dog,Boxer Mix,Tricolor,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Monocolor,Verano,8,0,At Risk
A690766,Dog,Saluki,Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,10,8,Adoption
A669779,Dog,Chihuahua Shorthair Mix,Brown/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,64,Adoption
A733403,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Verano,8,12,Adoption
A759707,Dog,Australian Cattle Dog/German Shepherd,Brown/Tricolor,Intact Male,Stray,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Otoño,10,10,Transfer
A733472,Dog,Cairn Terrier Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,4,Transfer
A764989,Cat,Domestic Shorthair Mix,Calico/White,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Bicolor,Invierno,1,24,Adoption
A794927,Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,4,Adoption
A785651,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,3285.0,Senior (>7a),mix,Bicolor,Invierno,12,0,Return to Owner
A665133,Dog,Pit Bull Mix,Brown/White,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Otoño,10,52,Adoption
A691514,Cat,Domestic Medium Hair Mix,Orange Tabby,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Otoño,11,8,Transfer
A718231,Cat,Siamese Mix,Seal Point,Intact Male,Stray,Sick,180.0,Joven (6m-1a),mix,Monocolor,Invierno,12,8,Transfer
A742463,Dog,Pit Bull Mix,White/Black,Neutered Male,Owner Surrender,Normal,120.0,Cachorro (<6m),mix,Bicolor,Primavera,5,10,Adoption
A786419,Dog,Chihuahua Shorthair/Pug,Red/White,Intact Female,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Invierno,12,6,Adoption
A800648,Dog,Black Mouth Cur/Boxer,Tan/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,7,20,Adoption
A810025,Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,12,3,Transfer
A813742,Cat,Domestic Shorthair,Black,Intact Male,Stray,Sick,60.0,Cachorro (<6m),purebred,Monocolor,Invierno,2,6,Adoption
A818961,Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,6,39,Adoption
A750340,Cat,Domestic Medium Hair Mix,Orange Tabby/Cream,Intact Male,Stray,Feral,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,5,4,Transfer
A726396,Cat,Siamese Mix,Flame Point,Intact Male,Owner Surrender,Normal,4015.0,Senior (>7a),mix,Monocolor,Primavera,5,49,Adoption
A735135,Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,9,366,Adoption
A689091,Dog,Pit Bull/Labrador Retriever,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,9,9,Adoption
A679938,Dog,Chihuahua Shorthair Mix,Tan/Black,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,1,Return to Owner
A760506,Cat,Domestic Shorthair Mix,Gray,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,5,Adoption
A690347,Cat,Domestic Shorthair Mix,Orange Tabby,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,1,Transfer
A589009,Cat,Domestic Shorthair Mix,Black,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,12,0,Return to Owner
A796041,Dog,Dalmatian/Labrador Retriever,White/Black,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,8,Return to Owner
A696276,Dog,Pit Bull Mix,Chocolate/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,21,At Risk
A753888,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,7,37,Adoption
A728025,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,32,Adoption
A775147,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,24,Transfer
A718405,Cat,Siamese Mix,Tortie Point,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,21,Transfer
A728172,Cat,Domestic Shorthair Mix,White/Orange Tabby,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,0,Transfer
A819240,Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,6,21,Adoption
A704359,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,27,Adoption
A809370,Dog,Australian Cattle Dog/Pit Bull,Chocolate/Blue Tick,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,11,10,Adoption
A668834,Dog,Pomeranian Mix,White/Brown,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,3,5,Transfer
A706442,Dog,Pit Bull Mix,Brown,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,6,At Risk
A666756,Dog,Soft Coated Wheaten Terrier Mix,Buff/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,4,Adoption
A678929,Dog,Chihuahua Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,4,Transfer
A665020,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,1,Transfer
A741946,Dog,Labrador Retriever Mix,Black,Spayed Female,Public Assist,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,10,7,Return to Owner
A679381,Dog,Chihuahua Shorthair/Dachshund,Tan/White,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,1,9,Return to Owner
A802248,Dog,Queensland Heeler,White/Black,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,8,4,Adoption
A680360,Dog,Dalmatian/Labrador Retriever,Black/White,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Verano,6,5,Adoption
A688219,Dog,Labrador Retriever Mix,Black/Brown Brindle,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,9,4,Adoption
A766306,Dog,American Bulldog Mix,Blue/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,39,Adoption
A694641,Dog,Chihuahua Shorthair Mix,Brown,Intact Female,Stray,Normal,4015.0,Senior (>7a),mix,Monocolor,Invierno,1,2,Return to Owner
A797348,Cat,Domestic Shorthair,Tortie,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,6,12,Adoption
A717562,Dog,Chihuahua Shorthair Mix,Tricolor,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,9,Transfer
A679946,Dog,Labrador Retriever Mix,Yellow,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Primavera,5,4,Adoption
A725425,Dog,Staffordshire Mix,Black/White,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A723715,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Stray,Injured,2920.0,Senior (>7a),mix,Monocolor,Primavera,4,0,At Risk
A741692,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,1,0,Transfer
A793912,Dog,Staffordshire Mix,Tan/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,8,Adoption
A679674,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,5,22,At Risk
A818488,Cat,Siamese,Seal Point,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,6,35,Adoption
A694738,Dog,Boxer/Staffordshire,Brown Brindle/White,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,0,Return to Owner
A679729,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,9,3,Adoption
A703631,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,37,Adoption
A793272,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,3,Adoption
A691789,Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,34,Adoption
A717602,Dog,Yorkshire Terrier Mix,Black/Tan,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Invierno,12,2,Return to Owner
A718518,Dog,Australian Kelpie Mix,Black,Intact Female,Stray,Normal,4380.0,Senior (>7a),mix,Monocolor,Invierno,1,170,At Risk
A757437,Dog,Boxer Mix,Brown/White,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,30,Transfer
A699082,Dog,Dachshund Mix,Black/Brown,Neutered Male,Owner Surrender,Normal,3650.0,Senior (>7a),mix,Bicolor,Primavera,3,4,Adoption
A790713,Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,3,23,Adoption
A727838,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,5,Transfer
A787177,Dog,Chihuahua Shorthair,Cream,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Invierno,1,4,Transfer
A522050,Dog,Shih Tzu,Buff/Gray,Neutered Male,Public Assist,Normal,3650.0,Senior (>7a),purebred,Bicolor,Verano,8,8,Return to Owner
A783078,Cat,Domestic Shorthair Mix,Blue,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,10,32,Adoption
A750196,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,5,3,Adoption
A669137,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,12,13,Adoption
A707434,Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,4,Adoption
A728530,Dog,Beagle Mix,Tricolor,Spayed Female,Stray,Normal,3285.0,Senior (>7a),mix,Monocolor,Verano,6,6,Adoption
A811877,Dog,Labrador Retriever Mix,Black/White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,1,1,Adoption
A783251,Dog,Staffordshire Mix,Brown Brindle/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,20,Adoption
A753019,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,50,Adoption
A807814,Dog,Alaskan Husky,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,10,9,Adoption
A800895,Dog,Siberian Husky/Border Collie,White/Tan,Neutered Male,Owner Surrender,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Verano,7,1,Adoption
A715257,Dog,Pointer/Border Collie,Black/White,Intact Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Otoño,11,12,Adoption
A813505,Dog,Chihuahua Shorthair/Chihuahua Shorthair,White/Black,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,1,Return to Owner
A687228,Dog,Shih Tzu Mix,White/Buff,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,9,2,Transfer
A742712,Dog,Australian Kelpie Mix,Tan/Black,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,4,Adoption
A812261,Dog,Pit Bull,Brown Brindle,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,9,7,Adoption
A778042,Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,10,1,Adoption
A686281,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,8,34,Transfer
A747167,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,2.0,Cachorro (<6m),mix,Bicolor,Primavera,4,77,Adoption
A779028,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,8,90,Adoption
A703340,Dog,Yorkshire Terrier Mix,Brown/Black,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,0,Adoption
A736521,Cat,Domestic Shorthair Mix,Black,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,13,Adoption
A703584,Dog,Black Mouth Cur/Mastiff,Tan/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,11,Adoption
A717823,Dog,Miniature Poodle Mix,Brown,Intact Male,Stray,Nursing,5.0,Cachorro (<6m),mix,Monocolor,Invierno,12,51,Adoption
A676409,Dog,Miniature Schnauzer/Chihuahua Shorthair,Black,Intact Female,Stray,Normal,330.0,Joven (6m-1a),purebred,Monocolor,Primavera,4,5,Adoption
A693347,Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,12,0,Return to Owner
A760966,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,0,Return to Owner
A742093,Dog,Australian Shepherd/Border Collie,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,1,5,Transfer
A779273,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,11,Adoption
A793519,Dog,Miniature Schnauzer/Chihuahua Shorthair,Black/Tricolor,Neutered Male,Owner Surrender,Normal,2555.0,Senior (>7a),purebred,Bicolor,Primavera,4,9,Adoption
A744699,Dog,Pit Bull Mix,Tan,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,3,1,Return to Owner
A781874,Dog,Shih Tzu Mix,Cream/Silver,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,3,Transfer
A721309,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Invierno,2,0,Transfer
A673061,Dog,Bichon Frise Mix,White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,2,0,Return to Owner
A779522,Dog,Chihuahua Shorthair Mix,Brown,Spayed Female,Owner Surrender,Normal,210.0,Joven (6m-1a),mix,Monocolor,Otoño,9,1,Adoption
A811780,Dog,Doberman Pinsch,Red/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,1,4,Adoption
A752449,Dog,German Shepherd Mix,Black/Brown,Neutered Male,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Bicolor,Verano,8,3,Adoption
A679459,Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,6,3,At Risk
A689729,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,10,1,Transfer
A624052,Dog,Miniature Schnauzer Mix,Silver,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Monocolor,Invierno,12,0,Return to Owner
A767733,Dog,Jack Russell Terrier Mix,White/Tan,Intact Male,Stray,Normal,3.0,Cachorro (<6m),mix,Bicolor,Primavera,3,49,Adoption
A781946,Dog,Pit Bull Mix,Red/White,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,6,Adoption
A794739,Cat,Domestic Shorthair,Orange Tiger,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,4,Adoption
A823333,Dog,Golden Retriever,Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,9,3,Transfer
A665277,Dog,Rat Terrier Mix,Tricolor,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,3,Adoption
A710243,Cat,Domestic Shorthair Mix,Cream Tabby/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,8,Adoption
A670521,Dog,Labrador Retriever Mix,White,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,1,0,Return to Owner
A715168,Dog,German Shepherd Mix,Black/Tan,Intact Female,Owner Surrender,Normal,240.0,Joven (6m-1a),mix,Bicolor,Otoño,11,11,Adoption
A796160,Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,9,Adoption
A755941,Dog,Toy Poodle Mix,White/Brown,Intact Male,Public Assist,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,8,6,Return to Owner
A720169,Dog,Chihuahua Shorthair Mix,Black/Brown,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,13,Transfer
A680825,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,6,11,Transfer
A796963,Dog,Yorkshire Terrier Mix,Red,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,4,Transfer
A671370,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,1,Transfer
A687399,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Sick,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,9,2,Transfer
A753671,Dog,Beagle Mix,Brown,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Verano,7,1,Transfer
A677376,Dog,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White,Intact Female,Stray,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Primavera,4,6,Return to Owner
A814155,Dog,Pit Bull,Blue/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,3,Return to Owner
A758152,Dog,Chihuahua Shorthair Mix,Brown/Black,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,9,5,Adoption
A804759,Dog,Chihuahua Shorthair,Tan/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,1,0,Adoption
A693618,Dog,Pointer,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Invierno,12,4,At Risk
A740030,Dog,German Shepherd Mix,Black/Tan,Neutered Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,12,5,Adoption
