AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,OutcomeClass
A670232,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Nursing,1.0,Cachorro (<6m),mix,Bicolor,Invierno,Transfer
A717309,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A767415,Cat,Domestic Medium Hair Mix,Torbie,Spayed Female,Owner Surrender,Normal,3650.0,Senior (>7a),mix,Monocolor,Invierno,At Risk
A707795,Dog,Labrador Retriever/Pit Bull,Black/White,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Transfer
A678294,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,240.0,Joven (6m-1a),mix,Bicolor,Verano,Return to Owner
A814027,Dog,Chihuahua Shorthair,White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Return to Owner
A701961,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A805979,Dog,Doberman Pinsch,Red,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A673382,Dog,French Bulldog Mix,Fawn,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Return to Owner
A788923,Dog,Border Terrier Mix,Black/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A685120,Dog,Pit Bull Mix,Black/White,Spayed Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A707824,Dog,West Highland Mix,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A798179,Cat,Domestic Shorthair,Blue,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Transfer
A784668,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A681405,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A697774,Dog,Pit Bull Mix,Tan,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Return to Owner
A755220,Dog,Shih Tzu Mix,White/Tan,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,Transfer
A804594,Dog,Norfolk Terrier,White/Tan,Intact Female,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Otoño,Adoption
A789495,Dog,Labrador Retriever Mix,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A731524,Dog,German Shepherd Mix,Black/Brown,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A680955,Dog,Labrador Retriever Mix,Buff,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A738395,Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A803934,Dog,Boxer,Tan/White,Spayed Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Otoño,Transfer
A763244,Dog,German Shepherd/Black Mouth Cur,Black/Tan,Intact Female,Stray,Normal,120.0,Cachorro (<6m),purebred,Bicolor,Invierno,Adoption
A700936,Dog,Chihuahua Shorthair Mix,Red/White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Transfer
A701208,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Primavera,Return to Owner
A826024,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A804006,Dog,Lhasa Apso,Cream,Neutered Male,Stray,Injured,4380.0,Senior (>7a),purebred,Monocolor,Otoño,Return to Owner
A722614,Dog,Border Collie Mix,Black/White,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Bicolor,Primavera,Transfer
A686996,Cat,Domestic Shorthair Mix,Orange/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A733477,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A718223,Dog,St. Bernard Rough Coat/Boxer,White/Brown,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A764599,Dog,Labrador Retriever Mix,White/Tan,Spayed Female,Public Assist,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A778599,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A790440,Dog,Boxer Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A631963,Dog,Patterdale Terr Mix,Brown/Tan,Spayed Female,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A703569,Cat,Domestic Medium Hair,Black,Intact Female,Stray,Sick,28.0,Cachorro (<6m),purebred,Monocolor,Primavera,Transfer
A758952,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A786930,Dog,Miniature Schnauzer Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A655183,Dog,English Bulldog Mix,White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Transfer
A786573,Dog,Chihuahua Longhair Mix,Tricolor,Intact Male,Public Assist,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A799552,Dog,Border Collie,Tan/White,Spayed Female,Stray,Normal,240.0,Joven (6m-1a),purebred,Bicolor,Verano,Adoption
A724370,Dog,Shih Tzu Mix,Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Return to Owner
A719147,Dog,Pekingese,Cream,Neutered Male,Stray,Normal,2920.0,Senior (>7a),purebred,Monocolor,Invierno,Return to Owner
A686208,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,4015.0,Senior (>7a),mix,Monocolor,Verano,Adoption
A682138,Dog,Chihuahua Shorthair Mix,Black/White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A692500,Dog,Dogo Argentino Mix,White/Black,Neutered Male,Euthanasia Request,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Invierno,At Risk
A746800,Dog,German Shepherd Mix,Black/Brown,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A781206,Dog,Chihuahua Longhair Mix,Black/Brown,Intact Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,Transfer
A809381,Dog,Pit Bull,Tan,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Invierno,Adoption
A726361,Dog,Labrador Retriever Mix,Black,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Verano,Return to Owner
A719756,Dog,Shih Tzu Mix,White/Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Return to Owner
A733773,Dog,Bulldog Mix,Brown/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A804570,Dog,German Shepherd Mix,Black/Brown,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A765884,Dog,Chihuahua Shorthair Mix,Tan/Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A784105,Dog,Harrier,Liver Tick,Intact Male,Stray,Medical,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Return to Owner
A731051,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A797723,Cat,Domestic Shorthair,Black/White,Intact Male,Owner Surrender,Normal,14.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A734170,Dog,Standard Schnauzer Mix,Black/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A741147,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Invierno,Transfer
A749852,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Adoption
A800883,Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A681891,Cat,Domestic Longhair Mix,Orange Tabby/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Transfer
A712920,Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A737970,Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A765780,Dog,Pointer Mix,White/Tan,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A823412,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A734520,Dog,Pit Bull Mix,Tan/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A724527,Cat,Domestic Medium Hair,Blue,Intact Male,Stray,Sick,365.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,Transfer
A713188,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A827052,Dog,Siberian Husky,White/Black,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A669801,Dog,Pit Bull/Boxer,White/Brown,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Invierno,Adoption
A668635,Dog,German Shepherd Mix,Red,Intact Female,Owner Surrender,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A710357,Dog,Pit Bull Mix,Blue/White,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,At Risk
A683331,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A741774,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A751006,Cat,Domestic Shorthair Mix,Calico,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A771071,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A790020,Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A704687,Dog,Labrador Retriever Mix,Brown/Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A789858,Dog,Australian Cattle Dog Mix,Blue Tick/Brown,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,Transfer
A673393,Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A694732,Dog,Miniature Poodle Mix,Cream,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A739315,Dog,Australian Shepherd Mix,Tricolor,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Return to Owner
A745099,Dog,Pit Bull Mix,Brown/White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A730846,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A796992,Dog,Anatol Shepherd,Tan/White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A800445,Dog,Chihuahua Shorthair Mix,Tan/White,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A811356,Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Adoption
A718214,Dog,Pit Bull Mix,Blue/White,Intact Male,Public Assist,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A673977,Cat,Domestic Shorthair Mix,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A607523,Dog,American Bulldog Mix,White/Brown Brindle,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A743290,Dog,Labrador Retriever Mix,Black,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A740486,Dog,Harrier Mix,Tan/Brown,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A629636,Dog,Boxer Mix,Black/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Transfer
A670398,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Male,Stray,Normal,300.0,Joven (6m-1a),mix,Bicolor,Invierno,Adoption
A731958,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Owner Surrender,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A664344,Cat,Domestic Shorthair Mix,White/Blue,Intact Male,Stray,Nursing,14.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A790759,Dog,Labrador Retriever Mix,Tan,Spayed Female,Public Assist,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A680417,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A692534,Dog,Queensland Heeler/Pointer,Blue Tick,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A820254,Dog,German Shepherd,Black/Tan,Intact Male,Stray,Normal,3650.0,Senior (>7a),purebred,Bicolor,Verano,Adoption
A692666,Dog,Plott Hound Mix,Brown Brindle,Spayed Female,Stray,Normal,240.0,Joven (6m-1a),mix,Monocolor,Verano,Adoption
A723428,Dog,Bull Terrier,White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,Return to Owner
A591420,Cat,Domestic Longhair Mix,Black,Spayed Female,Owner Surrender,Normal,2920.0,Senior (>7a),mix,Monocolor,Invierno,Adoption
A745439,Dog,German Shepherd Mix,Black/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A824091,Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Otoño,At Risk
A797846,Dog,Jack Russell Terrier/Beagle,White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,Transfer
A713462,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A662100,Dog,German Shepherd,Brown/Black,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,Transfer
A742760,Dog,Catahoula/Labrador Retriever,White/Tan,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A676602,Dog,American Bulldog Mix,White/Brown Brindle,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Verano,Adoption
A803752,Dog,Siberian Husky Mix,Tricolor,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A793591,Cat,Siamese Mix,Lynx Point,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Transfer
A691745,Dog,Australian Shepherd Mix,Black/Tan,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A749360,Dog,Rhod Ridgeback Mix,Tan,Neutered Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A681294,Dog,American Staffordshire Terrier Mix,Brown/White,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A827856,Dog,Great Pyrenees,Brown/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Return to Owner
A808642,Dog,Alaskan Husky,White/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Return to Owner
A712505,Dog,Chihuahua Shorthair Mix,Tan/White,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Otoño,Adoption
A683757,Dog,Pit Bull Mix,White/Tan,Intact Female,Owner Surrender,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,Adoption
A771257,Dog,Cairn Terrier/Chihuahua Shorthair,Black/Gray,Spayed Female,Public Assist,Normal,2920.0,Senior (>7a),purebred,Bicolor,Primavera,Return to Owner
A693188,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A675127,Cat,Domestic Shorthair Mix,Blue Cream,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Transfer
A729499,Dog,Pit Bull Mix,White/Tan,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A759223,Dog,Welsh Springer Spaniel/Labrador Retriever,Red/White,Neutered Male,Stray,Normal,2555.0,Senior (>7a),purebred,Bicolor,Otoño,Return to Owner
A784128,Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A805929,Dog,Border Collie Mix,Brown Brindle/White,Intact Male,Stray,Nursing,21.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A814791,Dog,Pit Bull,Brown/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A662774,Dog,Labrador Retriever/German Shepherd,Brown/Black,Spayed Female,Owner Surrender,Normal,150.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A685157,Dog,Labrador Retriever/Pit Bull,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A775581,Cat,Domestic Shorthair Mix,Blue,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Verano,Return to Owner
A698398,Dog,Boxer Mix,White/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A695717,Dog,Pit Bull Mix,Black/White,Neutered Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A761775,Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Sick,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A762463,Dog,Chihuahua Shorthair Mix,Buff,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,Adoption
A680276,Dog,Pit Bull Mix,Chocolate/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A822443,Dog,Belgian Malinois,Brown/Black,Intact Male,Public Assist,Normal,120.0,Cachorro (<6m),purebred,Bicolor,Otoño,Return to Owner
A704953,Dog,Pit Bull Mix,Chocolate/White,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A784626,Dog,Pit Bull Mix,Chocolate/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A811288,Dog,Labrador Retriever/Border Collie,Brown/White,Intact Male,Stray,Nursing,2.0,Cachorro (<6m),purebred,Bicolor,Invierno,Adoption
A720862,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,Return to Owner
A702448,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A680828,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A693425,Dog,Chihuahua Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Transfer
A712629,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Transfer
A731343,Dog,Pointer Mix,Blue/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A706514,Cat,Domestic Shorthair Mix,White/Black,Intact Male,Stray,Normal,35.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A693531,Dog,German Shepherd Mix,Black/Brown,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A828191,Dog,Pit Bull,Brown Brindle/White,Intact Male,Stray,Injured,2920.0,Senior (>7a),purebred,Bicolor,Invierno,Adoption
A708202,Dog,Pit Bull Mix,Chocolate/White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A768782,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Injured,2920.0,Senior (>7a),mix,Bicolor,Primavera,Transfer
A743672,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Injured,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A719194,Dog,Beagle Mix,Tricolor,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Primavera,Transfer
A714327,Dog,Chihuahua Longhair Mix,Red,Intact Male,Stray,Sick,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A735936,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A777844,Dog,Alaskan Husky Mix,Black/Brown,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A681097,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,240.0,Joven (6m-1a),mix,Bicolor,Verano,Adoption
A778429,Cat,Domestic Shorthair Mix,Calico,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Verano,Adoption
A809634,Dog,German Shepherd,Brown/Tricolor,Intact Female,Stray,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Otoño,Adoption
A700283,Dog,Miniature Schnauzer Mix,Gray/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A628147,Dog,American Bulldog/Pit Bull,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Return to Owner
A730942,Dog,Cairn Terrier Mix,White,Intact Female,Stray,Pregnant,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A693584,Dog,Yorkshire Terrier Mix,Blue/Tan,Neutered Male,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Invierno,At Risk
A742812,Dog,Shih Tzu/Chihuahua Longhair,Brown,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Adoption
A661639,Dog,German Shepherd Mix,Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Return to Owner
A798672,Dog,German Shepherd/Labrador Retriever,Sable/Black,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A818276,Dog,Chihuahua Shorthair,Tan/White,Intact Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Verano,Transfer
A648738,Dog,Labrador Retriever/Australian Cattle Dog,Brown/White,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A679780,Cat,Siamese Mix,Calico Point,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A691163,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,Transfer
A726932,Dog,Wire Hair Fox Terrier Mix,Tan/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A765296,Dog,Cairn Terrier Mix,Brown,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A694501,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A708405,Dog,Pit Bull Mix,Blue,Intact Male,Stray,Injured,150.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A662401,Dog,Pit Bull Mix,White/Blue,Neutered Male,Owner Surrender,Normal,3650.0,Senior (>7a),mix,Bicolor,Verano,Return to Owner
A715607,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A726033,Dog,German Shepherd Mix,Black/Brown,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A755198,Dog,Dachshund Mix,Black/Brown,Intact Female,Stray,Normal,4015.0,Senior (>7a),mix,Bicolor,Verano,Return to Owner
A680750,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A704034,Dog,Chihuahua Shorthair Mix,White/Black,Intact Male,Stray,Normal,4380.0,Senior (>7a),mix,Bicolor,Primavera,Adoption
A778693,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A754815,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A740260,Dog,Pekingese Mix,Cream/White,Spayed Female,Public Assist,Normal,3650.0,Senior (>7a),mix,Bicolor,Invierno,Return to Owner
A793590,Dog,Border Collie/German Shepherd,Black/Tan,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Adoption
